Name,Family,Max Thickness (%),x-Locationof Max Thickness (%),Camber (%),Data Sources,Cl max,Cl/Cd max,Cd @ Cl=0.1,Cd @ Cl=0.4,Cd @ Cl=0.6
NACA63-516 A=0.2,NACA 63-series,16,33.9,2.9,JF XF,1.58,136,0.006,0.006,0.006
NACA63-516 A=0.5,NACA 63-series,16,33.9,3.3,JF XF,1.61,142,0.006,0.005,0.006
NACA63-516 A=0.6,NACA 63-series,16,33.9,3.2,JF XF,1.62,142,0.006,0.005,0.006
NACA63-516 A=0.8,NACA 63-series,16,33.9,3,JF XF,1.64,142,0.006,0.006,0.006
NACA63-517,NACA 63-series,17,33.8,2.3,JF XF,1.69,145,0.006,0.006,0.006
NACA63-517 A=0.0,NACA 63-series,17,33.9,2.5,JF XF,1.62,136,0.005,0.006,0.006
NACA63-517 A=0.2,NACA 63-series,17,33.9,2.8,JF XF,1.64,132,0.005,0.006,0.006
NACA63-517 A=0.5,NACA 63-series,17,33.9,3.2,JF XF,1.67,142,0.006,0.006,0.006
NACA63-517 A=0.6,NACA 63-series,17,33.9,3.2,JF XF,1.68,153,0.006,0.006,0.006
NACA63-517 A=0.8,NACA 63-series,17,33.9,2.9,JF XF,1.71,148,0.006,0.006,0.006
NACA63-518,NACA 63-series,18,33.9,2.3,JF XF,1.75,145,0.006,0.006,0.006
NACA63-518 A=0.0,NACA 63-series,18,33.9,2.5,JF XF,1.68,124,0.005,0.006,0.006
NACA63-518 A=0.2,NACA 63-series,18,33.9,2.8,JF XF,1.7,133,0.006,0.006,0.006
NACA63-518 A=0.5,NACA 63-series,18,33.9,3.2,JF XF,1.73,140,0.006,0.006,0.006
NACA63-518 A=0.6,NACA 63-series,18,33.9,3.2,JF XF,1.75,149,0.006,0.006,0.006
NACA63-518 A=0.8,NACA 63-series,18,33.9,2.9,JF XF,1.76,142,0.006,0.006,0.006
NACA63-519,NACA 63-series,19,33.9,2.3,JF XF,1.81,147,0.006,0.006,0.006
NACA63-519 A=0.0,NACA 63-series,19,33.9,2.4,JF XF,1.73,124,0.006,0.006,0.006
NACA63-519 A=0.2,NACA 63-series,19,33.9,2.7,JF XF,1.76,130,0.006,0.006,0.006
NACA63-519 A=0.5,NACA 63-series,19,33.9,3.2,JF XF,1.79,138,0.006,0.006,0.006
NACA63-519 A=0.6,NACA 63-series,19,33.9,3.1,JF XF,1.8,141,0.006,0.006,0.006
NACA63-519 A=0.8,NACA 63-series,19,33.9,2.9,JF XF,1.82,159,0.006,0.006,0.006
NACA63-520,NACA 63-series,20,33.9,2.3,JF XF,1.86,148,0.006,0.006,0.006
NACA63-520 A=0.0,NACA 63-series,20,33.9,2.4,JF XF,1.78,132,0.006,0.006,0.006
NACA63-520 A=0.2,NACA 63-series,20,33.9,2.7,JF XF,1.81,124,0.006,0.006,0.006
NACA63-520 A=0.5,NACA 63-series,20,33.9,3.1,JF XF,1.85,136,0.006,0.006,0.006
NACA63-520 A=0.6,NACA 63-series,20,33.9,3.1,JF XF,1.86,139,0.006,0.006,0.006
NACA63-520 A=0.8,NACA 63-series,20,33.9,2.8,JF XF,1.88,151,0.006,0.006,0.006
NACA63-609,NACA 63-series,9,35.8,3.1,JF XF,1.25,181,0.005,0.005,0.004
NACA63-609 A=0.0,NACA 63-series,9,35.8,3.5,JF XF,1.2,182,0.006,0.005,0.005
NACA63-609 A=0.2,NACA 63-series,9,35.8,3.8,JF XF,1.21,209,0.006,0.006,0.005
NACA63-609 A=0.5,NACA 63-series,9,35.8,4.3,JF XF,1.23,225,0.006,0.005,0.005
NACA63-609 A=0.6,NACA 63-series,9,35.8,4.2,JF XF,1.24,192,0.006,0.005,0.005
NACA63-609 A=0.8,NACA 63-series,9,35.8,3.9,JF XF,1.25,192,0.006,0.005,0.005
NACA63-610,NACA 63-series,10,35.8,3.1,JF XF,1.32,171,0.006,0.005,0.005
NACA63-610 A=0.0,NACA 63-series,10,35.8,3.5,JF XF,1.26,169,0.006,0.006,0.005
NACA63-610 A=0.2,NACA 63-series,10,35.8,3.8,JF XF,1.27,189,0.006,0.006,0.005
NACA63-610 A=0.5,NACA 63-series,10,35.8,4.2,JF XF,1.29,204,0.006,0.006,0.005
NACA63-610 A=0.6,NACA 63-series,10,35.8,4.2,JF XF,1.3,173,0.006,0.005,0.005
NACA63-610 A=0.8,NACA 63-series,10,35.8,3.8,JF XF,1.32,179,0.006,0.006,0.005
NACA63-611,NACA 63-series,11,35.8,3.1,JF XF,1.39,166,0.006,0.005,0.005
NACA63-611 A=0.0,NACA 63-series,11,35.8,3.4,JF XF,1.32,162,0.006,0.005,0.005
NACA63-611 A=0.2,NACA 63-series,11,35.8,3.7,JF XF,1.34,181,0.006,0.006,0.005
NACA63-611 A=0.5,NACA 63-series,11,33.9,4.2,JF XF,1.36,183,0.006,0.005,0.005
NACA63-611 A=0.6,NACA 63-series,11,33.8,4.1,JF XF,1.37,160,0.006,0.006,0.005
NACA63-611 A=0.8,NACA 63-series,11,35.8,3.8,JF XF,1.39,162,0.006,0.005,0.005
NACA63-612,NACA 63-series,12,33.8,3,JF XF,1.46,162,0.006,0.005,0.006
NACA63-612 A=0.0,NACA 63-series,12,35.8,3.4,JF XF,1.39,154,0.006,0.005,0.006
NACA63-612 A=0.2,NACA 63-series,12,35.8,3.7,JF XF,1.4,171,0.006,0.005,0.006
NACA63-612 A=0.5,NACA 63-series,12,33.9,4.2,JF XF,1.42,170,0.006,0.005,0.005
NACA63-612 A=0.6,NACA 63-series,12,33.9,4.1,JF XF,1.43,158,0.006,0.005,0.005
NACA63-612 A=0.8,NACA 63-series,12,33.8,3.8,JF XF,1.45,160,0.006,0.005,0.006
NACA63-613,NACA 63-series,13,33.8,3,JF XF,1.53,157,0.006,0.005,0.006
NACA63-613 A=0.0,NACA 63-series,13,33.9,3.3,JF XF,1.45,150,0.007,0.005,0.006
NACA63-613 A=0.2,NACA 63-series,13,33.9,3.6,JF XF,1.47,161,0.006,0.005,0.006
NACA63-613 A=0.5,NACA 63-series,13,33.9,4.1,JF XF,1.49,156,0.006,0.005,0.005
NACA63-613 A=0.6,NACA 63-series,13,33.9,4.1,JF XF,1.5,155,0.006,0.005,0.005
NACA63-613 A=0.8,NACA 63-series,13,33.9,3.7,JF XF,1.52,154,0.006,0.005,0.006
NACA63-614,NACA 63-series,14,33.8,3,JF XF,1.59,154,0.007,0.006,0.006
NACA63-614 A=0.0,NACA 63-series,14,33.9,3.3,JF XF,1.51,145,0.007,0.005,0.006
NACA63-614 A=0.2,NACA 63-series,14,33.9,3.6,JF XF,1.53,150,0.006,0.005,0.006
NACA63-614 A=0.5,NACA 63-series,14,33.9,4.1,JF XF,1.56,153,0.006,0.005,0.006
NACA63-614 A=0.6,NACA 63-series,14,33.9,4,JF XF,1.57,157,0.006,0.005,0.006
NACA63-614 A=0.8,NACA 63-series,14,33.9,3.7,JF XF,1.59,152,0.007,0.005,0.006
NACA63-615,NACA 63-series,15,33.9,2.9,JF WT XF,1.65,149,0.007,0.006,0.006
NACA63-615 A=0.0,NACA 63-series,15,33.9,3.2,JF XF,1.57,140,0.007,0.005,0.006
NACA63-615 A=0.2,NACA 63-series,15,33.9,3.5,JF XF,1.59,144,0.006,0.005,0.006
NACA63-615 A=0.5,NACA 63-series,15,33.9,4,JF XF,1.62,149,0.006,0.005,0.006
NACA63-615 A=0.6,NACA 63-series,15,33.9,4,JF XF,1.63,149,0.006,0.005,0.006
NACA63-615 A=0.8,NACA 63-series,15,33.9,3.7,JF XF,1.65,160,0.007,0.006,0.006
NACA63-616,NACA 63-series,16,33.9,2.9,JF XF,1.72,151,0.007,0.006,0.006
NACA63-616 A=0.0,NACA 63-series,16,33.9,3.1,JF XF,1.63,132,0.007,0.006,0.006
NACA63-616 A=0.2,NACA 63-series,16,33.9,3.5,JF XF,1.65,138,0.007,0.006,0.006
NACA63-616 A=0.5,NACA 63-series,16,33.9,4,JF XF,1.69,159,0.007,0.005,0.006
NACA63-616 A=0.6,NACA 63-series,16,33.9,3.9,JF XF,1.7,157,0.006,0.006,0.006
NACA63-616 A=0.8,NACA 63-series,16,33.9,3.6,JF XF,1.72,148,0.007,0.006,0.006
NACA63-617,NACA 63-series,17,33.9,2.8,JF XF,1.77,153,0.006,0.006,0.006
NACA63-617 A=0.0,NACA 63-series,17,33.9,3.1,JF XF,1.69,135,0.006,0.006,0.006
NACA63-617 A=0.2,NACA 63-series,17,33.9,3.4,JF XF,1.71,135,0.007,0.006,0.006
NACA63-617 A=0.5,NACA 63-series,17,33.9,3.9,JF XF,1.75,158,0.006,0.006,0.006
NACA63-617 A=0.6,NACA 63-series,17,33.9,3.9,JF XF,1.76,150,0.005,0.006,0.006
NACA63-617 A=0.8,NACA 63-series,17,33.9,3.6,JF XF,1.78,173,0.006,0.006,0.006
NACA63-618,NACA 63-series,18,33.9,2.8,JF WT XF,1.83,153,0.006,0.006,0.006
NACA63-618 A=0.0,NACA 63-series,18,33.9,3,JF XF,1.73,128,0.005,0.006,0.006
NACA63-618 A=0.2,NACA 63-series,18,33.9,3.4,JF XF,1.77,137,0.006,0.006,0.006
NACA63-618 A=0.5,NACA 63-series,18,33.9,3.9,JF XF,1.8,151,0.006,0.006,0.006
NACA63-618 A=0.6,NACA 63-series,18,33.9,3.8,JF XF,1.82,148,0.006,0.006,0.006
NACA63-618 A=0.8,NACA 63-series,18,33.9,3.5,JF XF,1.84,167,0.006,0.006,0.006
NACA63-619,NACA 63-series,19,33.9,2.8,JF XF,1.88,155,0.006,0.006,0.006
NACA63-619 A=0.0,NACA 63-series,19,33.9,3,JF XF,1.78,127,0.006,0.006,0.006
NACA63-619 A=0.2,NACA 63-series,19,33.9,3.3,JF XF,1.81,132,0.006,0.006,0.006
NACA63-619 A=0.5,NACA 63-series,19,33.9,3.8,JF XF,1.86,149,0.006,0.006,0.006
NACA63-619 A=0.6,NACA 63-series,19,33.9,3.8,JF XF,1.88,143,0.006,0.006,0.006
NACA63-619 A=0.8,NACA 63-series,19,33.9,3.5,JF XF,1.9,160,0.006,0.006,0.006
NACA63-620,NACA 63-series,20,33.9,2.7,JF XF,1.94,155,0.006,0.006,0.006
NACA63-620 A=0.0,NACA 63-series,20,33.9,2.9,JF XF,1.83,125,0.006,0.006,0.006
NACA63-620 A=0.2,NACA 63-series,20,33.9,3.3,JF XF,1.86,126,0.006,0.006,0.006
NACA63-620 A=0.5,NACA 63-series,20,33.9,3.8,JF XF,1.92,140,0.006,0.006,0.006
NACA63-620 A=0.6,NACA 63-series,20,33.9,3.7,JF XF,1.93,142,0.006,0.006,0.006
NACA63-620 A=0.8,NACA 63-series,20,33.9,3.4,JF XF,1.96,153,0.006,0.006,0.006
NACA63-709,NACA 63-series,9,35.8,3.7,JF XF,1.32,222,0.005,0.005,0.004
NACA63-709 A=0.0,NACA 63-series,9,35.8,4.1,JF XF,1.27,198,0.006,0.006,0.005
NACA63-709 A=0.2,NACA 63-series,9,35.8,4.5,JF XF,1.28,224,0.006,0.006,0.005
NACA63-709 A=0.5,NACA 63-series,9,35.8,5,JF XF,1.3,240,0.006,0.006,0.005
NACA63-709 A=0.6,NACA 63-series,9,35.8,4.9,JF XF,1.31,205,0.006,0.006,0.005
NACA63-709 A=0.8,NACA 63-series,9,35.8,4.5,JF XF,1.33,208,0.006,0.006,0.005
NACA63-710,NACA 63-series,10,35.8,3.6,JF XF,1.39,187,0.006,0.005,0.005
NACA63-710 A=0.0,NACA 63-series,10,35.8,4.1,JF XF,1.33,188,0.006,0.006,0.005
NACA63-710 A=0.2,NACA 63-series,10,35.8,4.4,JF XF,1.35,205,0.006,0.006,0.005
NACA63-710 A=0.5,NACA 63-series,10,35.8,5,JF XF,1.37,221,0.006,0.006,0.005
NACA63-710 A=0.6,NACA 63-series,10,35.8,4.9,JF XF,1.38,189,0.006,0.006,0.005
NACA63-710 A=0.8,NACA 63-series,10,35.8,4.5,JF XF,1.39,192,0.006,0.006,0.005
NACA63-711,NACA 63-series,11,35.8,3.6,JF XF,1.46,180,0.006,0.006,0.005
NACA63-711 A=0.0,NACA 63-series,11,35.8,4,JF XF,1.4,176,0.005,0.006,0.005
NACA63-711 A=0.2,NACA 63-series,11,35.8,4.4,JF XF,1.41,191,0.005,0.006,0.005
NACA63-711 A=0.5,NACA 63-series,11,33.9,4.9,JF XF,1.43,180,0.006,0.006,0.005
NACA63-711 A=0.6,NACA 63-series,11,33.9,4.9,JF XF,1.44,179,0.006,0.006,0.005
NACA63-711 A=0.8,NACA 63-series,11,33.9,4.5,JF XF,1.46,180,0.006,0.006,0.005
NACA63-712,NACA 63-series,12,33.8,3.6,JF XF,1.53,175,0.006,0.006,0.005
NACA63-712 A=0.0,NACA 63-series,12,35.8,4,JF XF,1.47,168,0.005,0.006,0.005
NACA63-712 A=0.2,NACA 63-series,12,35.8,4.3,JF XF,1.48,175,0.005,0.006,0.005
NACA63-712 A=0.5,NACA 63-series,12,33.9,4.9,JF XF,1.5,177,0.005,0.006,0.005
NACA63-712 A=0.6,NACA 63-series,12,33.9,4.8,JF XF,1.51,175,0.006,0.006,0.005
NACA63-712 A=0.8,NACA 63-series,12,33.9,4.4,JF XF,1.53,176,0.006,0.006,0.006
NACA63-713,NACA 63-series,13,33.9,3.5,JF XF,1.6,173,0.007,0.006,0.006
NACA63-713 A=0.0,NACA 63-series,13,33.9,3.9,JF XF,1.53,158,0.005,0.006,0.006
NACA63-713 A=0.2,NACA 63-series,13,33.9,4.3,JF XF,1.54,164,0.005,0.006,0.006
NACA63-713 A=0.5,NACA 63-series,13,33.9,4.8,JF XF,1.57,173,0.005,0.006,0.005
NACA63-713 A=0.6,NACA 63-series,13,33.9,4.8,JF XF,1.58,170,0.006,0.006,0.005
NACA63-713 A=0.8,NACA 63-series,13,33.9,4.4,JF XF,1.6,170,0.006,0.006,0.006
NACA63-714,NACA 63-series,14,33.9,3.5,JF XF,1.67,170,0.007,0.006,0.006
NACA63-714 A=0.0,NACA 63-series,14,33.9,3.8,JF XF,1.59,149,0.005,0.006,0.006
NACA63-714 A=0.2,NACA 63-series,14,33.9,4.2,JF XF,1.61,152,0.005,0.006,0.006
NACA63-714 A=0.5,NACA 63-series,14,33.9,4.8,JF XF,1.64,161,0.005,0.006,0.006
NACA63-714 A=0.6,NACA 63-series,14,33.9,4.7,JF XF,1.65,157,0.006,0.006,0.006
NACA63-714 A=0.8,NACA 63-series,14,33.9,4.3,JF XF,1.67,180,0.006,0.006,0.006
NACA63-715,NACA 63-series,15,33.9,3.4,JF XF,1.73,169,0.007,0.006,0.006
NACA63-715 A=0.0,NACA 63-series,15,33.9,3.8,JF XF,1.64,144,0.005,0.005,0.006
NACA63-715 A=0.2,NACA 63-series,15,33.9,4.2,JF XF,1.67,144,0.005,0.005,0.006
NACA63-715 A=0.5,NACA 63-series,15,33.9,4.7,JF XF,1.7,161,0.005,0.005,0.006
NACA63-715 A=0.6,NACA 63-series,15,33.9,4.7,JF XF,1.71,165,0.005,0.005,0.006
NACA63-715 A=0.8,NACA 63-series,15,33.9,4.3,JF XF,1.74,166,0.006,0.005,0.006
NACA63-716,NACA 63-series,16,33.9,3.4,JF XF,1.79,162,0.007,0.006,0.006
NACA63-716 A=0.0,NACA 63-series,16,33.9,3.7,JF XF,1.69,136,0.006,0.006,0.006
NACA63-716 A=0.2,NACA 63-series,16,33.9,4.1,JF XF,1.72,140,0.005,0.006,0.006
NACA63-716 A=0.5,NACA 63-series,16,33.9,4.7,JF XF,1.76,154,0.005,0.005,0.006
NACA63-716 A=0.6,NACA 63-series,16,33.9,4.6,JF XF,1.77,154,0.006,0.006,0.006
NACA63-716 A=0.8,NACA 63-series,16,33.9,4.2,JF XF,1.8,157,0.006,0.005,0.006
NACA63-717,NACA 63-series,17,33.9,3.3,JF XF,1.85,161,0.007,0.006,0.006
NACA63-717 A=0.0,NACA 63-series,17,33.9,3.6,JF XF,1.74,139,0.006,0.006,0.006
NACA63-717 A=0.2,NACA 63-series,17,33.9,4,JF XF,1.77,135,0.006,0.005,0.006
NACA63-717 A=0.5,NACA 63-series,17,33.9,4.6,JF XF,1.82,152,0.006,0.005,0.006
NACA63-717 A=0.6,NACA 63-series,17,33.9,4.6,JF XF,1.83,151,0.006,0.006,0.006
NACA63-717 A=0.8,NACA 63-series,17,33.9,4.2,JF XF,1.86,165,0.007,0.005,0.006
NACA63-718,NACA 63-series,18,33.9,3.3,JF XF,1.9,160,0.007,0.006,0.006
NACA63-718 A=0.0,NACA 63-series,18,33.9,3.6,JF XF,1.79,132,0.007,0.006,0.006
NACA63-718 A=0.2,NACA 63-series,18,33.9,4,JF XF,1.82,133,0.006,0.006,0.006
NACA63-718 A=0.5,NACA 63-series,18,33.9,4.5,JF XF,1.88,148,0.006,0.005,0.006
NACA63-718 A=0.6,NACA 63-series,18,33.9,4.5,JF XF,1.89,149,0.007,0.006,0.006
NACA63-718 A=0.8,NACA 63-series,18,33.9,4.1,JF XF,1.92,168,0.007,0.006,0.006
NACA63-719,NACA 63-series,19,33.9,3.3,JF XF,1.96,160,0.007,0.006,0.006
NACA63-719 A=0.0,NACA 63-series,19,33.9,3.5,JF XF,1.85,130,0.006,0.006,0.006
NACA63-719 A=0.2,NACA 63-series,19,33.9,3.9,JF XF,1.88,131,0.007,0.006,0.006
NACA63-719 A=0.5,NACA 63-series,19,33.9,4.5,JF XF,1.93,146,0.007,0.006,0.006
NACA63-719 A=0.6,NACA 63-series,19,33.9,4.4,JF XF,1.95,146,0.007,0.006,0.006
NACA63-719 A=0.8,NACA 63-series,19,33.9,4.1,JF XF,1.98,159,0.007,0.006,0.006
NACA63-720,NACA 63-series,20,33.9,3.2,JF XF,2.01,161,0.007,0.006,0.006
NACA63-720 A=0.0,NACA 63-series,20,33.9,3.5,JF XF,1.91,129,0.006,0.006,0.006
NACA63-720 A=0.2,NACA 63-series,20,33.9,3.9,JF XF,1.93,129,0.007,0.006,0.006
NACA63-720 A=0.5,NACA 63-series,20,33.9,4.4,JF XF,1.98,143,0.007,0.006,0.006
NACA63-720 A=0.6,NACA 63-series,20,33.9,4.4,JF XF,2,144,0.007,0.006,0.006
NACA63-720 A=0.8,NACA 63-series,20,33.9,4,JF XF,2.03,154,0.007,0.006,0.006
NACA63A010,NACA 63-series,10,35.8,0,JF XF,0.95,93,0.005,0.007,0.107
NACA63A011,NACA 63-series,11,35.8,0,JF XF,0.96,103,0.005,0.006,0.007
NACA63A012,NACA 63-series,12,35.8,0,JF XF,1.02,104,0.005,0.005,0.007
NACA63A013,NACA 63-series,13,35.8,0,JF XF,1.09,102,0.005,0.005,0.007
NACA63A014,NACA 63-series,14,35.8,0,JF XF,1.15,95,0.005,0.006,0.007
NACA63A015,NACA 63-series,15,35.8,0,JF XF,1.21,97,0.005,0.006,0.007
NACA63A016,NACA 63-series,16,35.8,0,JF XF,1.27,92,0.005,0.006,0.007
NACA63A017,NACA 63-series,17,35.8,0,JF XF,1.32,91,0.005,0.006,0.007
NACA63A018,NACA 63-series,18,35.8,0,JF XF,1.38,93,0.006,0.006,0.007
NACA63A109,NACA 63-series,9,35.8,0.6,JF XF,0.91,91,0.005,0.006,0.101
NACA63A110,NACA 63-series,10,35.8,0.6,JF XF,0.97,94,0.005,0.005,0.008
NACA63A111,NACA 63-series,11,35.8,0.6,JF XF,1.03,96,0.005,0.005,0.008
NACA63A112,NACA 63-series,12,35.8,0.6,JF XF,1.09,97,0.005,0.006,0.007
NACA63A113,NACA 63-series,13,35.8,0.6,JF XF,1.16,97,0.005,0.006,0.007
NACA63A114,NACA 63-series,14,35.8,0.6,JF XF,1.22,97,0.005,0.006,0.007
NACA63A115,NACA 63-series,15,35.8,0.6,JF XF,1.29,97,0.005,0.006,0.007
NACA63A116,NACA 63-series,16,35.8,0.5,JF XF,1.35,98,0.005,0.006,0.007
NACA63A117,NACA 63-series,17,35.8,0.5,JF XF,1.4,98,0.006,0.006,0.006
NACA63A118,NACA 63-series,18,35.8,0.5,JF XF,1.46,99,0.006,0.006,0.006
NACA63A119,NACA 63-series,19,35.8,0.5,JF XF,1.52,100,0.006,0.006,0.006
NACA63A120,NACA 63-series,20,35.8,0.5,JF XF,1.57,102,0.006,0.006,0.006
NACA63A209,NACA 63-series,9,35.8,1.2,JF XF,0.99,97,0.005,0.005,0.103
NACA63A210,NACA 63-series,10,35.8,1.2,JF XF,1.05,99,0.005,0.005,0.006
NACA63A211,NACA 63-series,11,35.8,1.2,JF XF,1.11,100,0.005,0.005,0.006
NACA63A212,NACA 63-series,12,35.8,1.2,JF XF,1.17,101,0.005,0.005,0.006
NACA63A213,NACA 63-series,13,35.8,1.2,JF XF,1.23,101,0.005,0.005,0.006
NACA63A214,NACA 63-series,14,35.8,1.2,JF XF,1.3,102,0.005,0.006,0.006
NACA63A215,NACA 63-series,15,35.8,1.1,JF XF,1.36,104,0.005,0.006,0.006
NACA63A216,NACA 63-series,16,35.8,1.1,JF XF,1.42,106,0.006,0.006,0.006
NACA63A217,NACA 63-series,17,35.8,1.1,JF XF,1.47,108,0.006,0.006,0.006
NACA63A218,NACA 63-series,18,35.8,1.1,JF XF,1.53,109,0.006,0.006,0.006
NACA63A219,NACA 63-series,19,35.8,1.1,JF XF,1.59,114,0.006,0.006,0.006
NACA63A220,NACA 63-series,20,35.8,1.1,JF XF,1.64,113,0.006,0.006,0.006
NACA63A309,NACA 63-series,9,35.8,1.9,JF XF,1.06,108,0.005,0.005,0.097
NACA63A310,NACA 63-series,10,35.8,1.9,JF XF,1.13,110,0.005,0.005,0.006
NACA63A311,NACA 63-series,11,35.8,1.8,JF XF,1.19,110,0.005,0.005,0.006
NACA63A312,NACA 63-series,12,35.8,1.8,JF XF,1.25,112,0.005,0.005,0.006
NACA63A313,NACA 63-series,13,35.8,1.8,JF XF,1.31,115,0.005,0.005,0.006
NACA63A314,NACA 63-series,14,35.8,1.8,JF XF,1.37,115,0.005,0.006,0.006
NACA63A315,NACA 63-series,15,35.8,1.8,JF XF,1.43,117,0.005,0.006,0.006
NACA63A316,NACA 63-series,16,35.8,1.7,JF XF,1.49,120,0.006,0.006,0.006
NACA63A317,NACA 63-series,17,35.8,1.7,JF XF,1.55,120,0.006,0.006,0.006
NACA63A318,NACA 63-series,18,35.8,1.7,JF XF,1.6,125,0.006,0.006,0.006
NACA63A319,NACA 63-series,19,35.8,1.7,JF XF,1.66,124,0.006,0.006,0.006
NACA63A320,NACA 63-series,20,35.8,1.6,JF XF,1.71,128,0.006,0.006,0.006
NACA63A409,NACA 63-series,9,35.8,2.5,JF XF,1.13,123,0.006,0.005,0.005
NACA63A410,NACA 63-series,10,35.8,2.5,JF XF,1.2,123,0.006,0.005,0.006
NACA63A411,NACA 63-series,11,35.8,2.5,JF XF,1.26,124,0.005,0.005,0.006
NACA63A412,NACA 63-series,12,35.8,2.4,JF XF,1.32,127,0.006,0.005,0.006
NACA63A413,NACA 63-series,13,35.8,2.4,JF XF,1.39,127,0.006,0.005,0.006
NACA63A414,NACA 63-series,14,35.8,2.4,JF XF,1.45,129,0.005,0.005,0.006
NACA63A415,NACA 63-series,15,35.8,2.4,JF XF,1.51,131,0.006,0.006,0.006
NACA63A416,NACA 63-series,16,35.8,2.3,JF XF,1.56,131,0.006,0.006,0.006
NACA63A417,NACA 63-series,17,35.8,2.3,JF XF,1.62,135,0.006,0.006,0.006
NACA63A418,NACA 63-series,18,35.8,2.3,JF XF,1.68,138,0.006,0.006,0.006
NACA63A419,NACA 63-series,19,35.8,2.2,JF XF,1.74,137,0.006,0.006,0.006
NACA63A420,NACA 63-series,20,35.8,2.2,JF XF,1.79,136,0.006,0.006,0.006
NACA63A509,NACA 63-series,9,35.8,3.2,JF XF,1.21,135,0.006,0.005,0.005
NACA63A510,NACA 63-series,10,35.8,3.1,JF XF,1.27,135,0.006,0.005,0.005
NACA63A511,NACA 63-series,11,35.8,3.1,JF XF,1.33,138,0.006,0.005,0.006
NACA63A512,NACA 63-series,12,35.8,3.1,JF XF,1.4,138,0.006,0.005,0.006
NACA63A513,NACA 63-series,13,35.8,3,JF XF,1.46,139,0.006,0.005,0.006
NACA63A514,NACA 63-series,14,35.8,3,JF XF,1.52,144,0.006,0.006,0.006
NACA63A515,NACA 63-series,15,35.8,3,JF XF,1.58,140,0.006,0.006,0.006
NACA63A516,NACA 63-series,16,35.8,2.9,JF XF,1.64,146,0.006,0.006,0.006
NACA63A517,NACA 63-series,17,35.8,2.9,JF XF,1.7,146,0.006,0.006,0.006
NACA63A518,NACA 63-series,18,35.8,2.9,JF XF,1.76,147,0.006,0.006,0.006
NACA63A519,NACA 63-series,19,35.8,2.8,JF XF,1.82,144,0.006,0.006,0.006
NACA63A520,NACA 63-series,20,35.8,2.8,JF XF,1.87,142,0.006,0.006,0.006
NACA63A609,NACA 63-series,9,35.8,3.8,JF XF,1.28,146,0.006,0.006,0.005
NACA63A610,NACA 63-series,10,35.8,3.8,JF XF,1.34,147,0.006,0.005,0.005
NACA63A611,NACA 63-series,11,35.8,3.7,JF XF,1.4,147,0.006,0.005,0.005
NACA63A612,NACA 63-series,12,35.8,3.7,JF XF,1.47,148,0.006,0.005,0.006
NACA63A613,NACA 63-series,13,35.8,3.7,JF XF,1.53,150,0.007,0.006,0.006
NACA63A614,NACA 63-series,14,35.8,3.6,JF XF,1.6,152,0.007,0.006,0.006
NACA63A615,NACA 63-series,15,35.8,3.6,JF XF,1.66,154,0.007,0.006,0.006
NACA63A616,NACA 63-series,16,35.8,3.5,JF XF,1.73,153,0.007,0.006,0.006
NACA63A617,NACA 63-series,17,35.8,3.5,JF XF,1.78,153,0.007,0.006,0.006
NACA63A618,NACA 63-series,18,35.8,3.5,JF XF,1.84,152,0.007,0.006,0.006
NACA63A619,NACA 63-series,19,35.8,3.4,JF XF,1.9,152,0.007,0.006,0.006
NACA63A620,NACA 63-series,20,35.8,3.4,JF XF,1.95,152,0.007,0.006,0.006
NACA63A709,NACA 63-series,9,35.8,4.4,JF XF,1.35,155,0.006,0.006,0.005
NACA63A710,NACA 63-series,10,35.8,4.4,JF XF,1.42,156,0.006,0.006,0.005
NACA63A711,NACA 63-series,11,35.8,4.4,JF XF,1.48,156,0.006,0.006,0.006
NACA63A712,NACA 63-series,12,35.8,4.3,JF XF,1.54,156,0.006,0.006,0.006
NACA63A713,NACA 63-series,13,35.8,4.3,JF XF,1.61,157,0.007,0.006,0.006
NACA63A714,NACA 63-series,14,35.8,4.2,JF XF,1.68,159,0.007,0.006,0.006
NACA63A715,NACA 63-series,15,35.8,4.2,JF XF,1.75,156,0.007,0.006,0.006
NACA63A716,NACA 63-series,16,35.8,4.2,JF XF,1.81,157,0.007,0.006,0.006
NACA63A717,NACA 63-series,17,35.8,4.1,JF XF,1.86,156,0.007,0.006,0.006
NACA63A718,NACA 63-series,18,35.8,4.1,JF XF,1.92,160,0.007,0.006,0.006
NACA63A719,NACA 63-series,19,35.8,4,JF XF,1.98,160,0.007,0.006,0.006
NACA63A720,NACA 63-series,20,35.8,4,JF XF,2.03,154,0.007,0.006,0.006
NACA64(1)-112,NACA 64-series,12,37.7,0.6,JF XF,1.11,105,0.004,0.004,0.007
NACA64(1)-212,NACA 64-series,12,37.7,1.1,JF XF,1.18,112,0.004,0.005,0.007
NACA64(1)-212 MOD A,NACA 64-series,12,39.7,2.5,JF XF,1.63,121,0.007,0.008,0.007
NACA64(1)-212 MOD B,NACA 64-series,12,35.8,1.5,JF XF,1.45,140,0.006,0.006,0.007
NACA64(2)-015A,NACA 64-series,15,37.7,0,JF XF,1.21,90,0.006,0.006,0.009
NACA64(2)-215,NACA 64-series,15,37.7,1.1,JF XF,1.32,120,0.005,0.005,0.005
NACA64(2)-415,NACA 64-series,15,37.7,2.2,JF XF,1.45,155,0.005,0.005,0.005
