Name,Family,Max Thickness (%),x-Locationof Max Thickness (%),Camber (%),Data Sources,Cl max,Cl/Cd max,Cd @ Cl=0.1,Cd @ Cl=0.4,Cd @ Cl=0.6
NACA66A317,NACA 66-series,17,45.8,1.7,JF XF,1.44,140,0.004,0.004,0.005
NACA66A318,NACA 66-series,18,45.8,1.7,JF XF,1.49,168,0.004,0.004,0.004
NACA66A319,NACA 66-series,19,45.8,1.7,JF XF,1.54,163,0.004,0.004,0.004
NACA66A320,NACA 66-series,20,45.8,1.6,JF XF,1.58,155,0.004,0.004,0.004
NACA66A409,NACA 66-series,9,45.8,2.5,JF XF,1.05,166,0.005,0.003,0.086
NACA66A410,NACA 66-series,10,45.8,2.5,JF XF,1.12,173,0.005,0.003,0.004
NACA66A411,NACA 66-series,11,45.8,2.5,JF XF,1.18,165,0.006,0.003,0.004
NACA66A412,NACA 66-series,12,45.8,2.5,JF XF,1.24,165,0.006,0.003,0.004
NACA66A413,NACA 66-series,13,45.8,2.4,JF XF,1.29,163,0.006,0.004,0.004
NACA66A414,NACA 66-series,14,45.8,2.4,JF XF,1.35,174,0.006,0.004,0.004
NACA66A415,NACA 66-series,15,45.8,2.4,JF XF,1.4,171,0.006,0.004,0.004
NACA66A416,NACA 66-series,16,45.8,2.3,JF XF,1.46,170,0.006,0.004,0.004
NACA66A417,NACA 66-series,17,45.8,2.3,JF XF,1.51,179,0.006,0.004,0.004
NACA66A418,NACA 66-series,18,45.8,2.3,JF XF,1.57,189,0.007,0.004,0.004
NACA66A419,NACA 66-series,19,45.8,2.2,JF XF,1.62,175,0.005,0.004,0.004
NACA66A420,NACA 66-series,20,45.8,2.2,JF XF,1.66,174,0.005,0.003,0.004
NACA66A509,NACA 66-series,9,45.8,3.2,JF XF,1.13,199,0.005,0.004,0.003
NACA66A510,NACA 66-series,10,45.8,3.2,JF XF,1.19,198,0.005,0.004,0.003
NACA66A511,NACA 66-series,11,45.8,3.1,JF XF,1.25,189,0.006,0.004,0.003
NACA66A512,NACA 66-series,12,45.8,3.1,JF XF,1.31,187,0.006,0.004,0.004
NACA66A513,NACA 66-series,13,45.8,3.1,JF XF,1.37,193,0.006,0.004,0.004
NACA66A514,NACA 66-series,14,45.8,3,JF XF,1.43,193,0.006,0.005,0.004
NACA66A515,NACA 66-series,15,45.8,3,JF XF,1.48,192,0.006,0.004,0.004
NACA66A516,NACA 66-series,16,45.8,3,JF XF,1.53,204,0.006,0.004,0.004
NACA66A517,NACA 66-series,17,45.8,2.9,JF XF,1.59,203,0.006,0.004,0.004
NACA66A518,NACA 66-series,18,45.8,2.9,JF XF,1.64,194,0.007,0.004,0.003
NACA66A519,NACA 66-series,19,45.8,2.8,JF XF,1.69,193,0.007,0.003,0.004
NACA66A520,NACA 66-series,20,45.9,2.8,JF XF,1.74,201,0.007,0.004,0.004
NACA66A609,NACA 66-series,9,45.8,3.8,JF XF,1.21,223,0.005,0.004,0.003
NACA66A610,NACA 66-series,10,45.8,3.8,JF XF,1.27,221,0.006,0.005,0.003
NACA66A611,NACA 66-series,11,45.8,3.8,JF XF,1.32,209,0.006,0.005,0.004
NACA66A612,NACA 66-series,12,45.8,3.7,JF XF,1.38,207,0.006,0.005,0.004
NACA66A613,NACA 66-series,13,45.8,3.7,JF XF,1.44,229,0.006,0.006,0.004
NACA66A614,NACA 66-series,14,45.8,3.7,JF XF,1.5,228,0.006,0.006,0.004
NACA66A615,NACA 66-series,15,45.8,3.6,JF XF,1.56,225,0.006,0.006,0.004
NACA66A616,NACA 66-series,16,45.8,3.6,JF XF,1.61,230,0.006,0.006,0.004
NACA66A617,NACA 66-series,17,45.9,3.5,JF XF,1.67,211,0.006,0.005,0.004
NACA66A618,NACA 66-series,18,45.9,3.5,JF XF,1.72,209,0.007,0.004,0.004
NACA66A619,NACA 66-series,19,45.9,3.4,JF XF,1.77,208,0.007,0.004,0.004
NACA66A620,NACA 66-series,20,45.9,3.4,JF XF,1.82,214,0.007,0.004,0.004
NACA66A709,NACA 66-series,9,45.8,4.5,JF XF,1.28,270,0.005,0.005,0.004
NACA66A710,NACA 66-series,10,45.8,4.4,JF XF,1.34,263,0.006,0.005,0.005
NACA66A711,NACA 66-series,11,45.8,4.4,JF XF,1.4,247,0.006,0.005,0.005
NACA66A712,NACA 66-series,12,45.8,4.4,JF XF,1.46,248,0.006,0.005,0.005
NACA66A713,NACA 66-series,13,45.8,4.3,JF XF,1.52,246,0.006,0.006,0.005
NACA66A714,NACA 66-series,14,45.8,4.3,JF XF,1.58,268,0.006,0.006,0.005
NACA66A715,NACA 66-series,15,45.9,4.2,JF XF,1.64,240,0.006,0.006,0.005
NACA66A716,NACA 66-series,16,45.9,4.2,JF XF,1.69,223,0.006,0.006,0.004
NACA66A717,NACA 66-series,17,45.9,4.1,JF XF,1.75,224,0.007,0.006,0.004
NACA66A718,NACA 66-series,18,45.9,4.1,JF XF,1.8,222,0.007,0.006,0.004
NACA66A719,NACA 66-series,19,45.9,4,JF XF,1.85,227,0.007,0.006,0.004
NACA66A720,NACA 66-series,20,45.9,4,JF XF,1.9,225,0.006,0.006,0.004
NACA67(1)-215,NACA 67-series,15,49.9,1.1,JF XF,1.29,111,0.003,0.004,0.007
NACA67-109,NACA 67-series,9,47.9,0.5,JF XF,0.86,111,0.003,0.006,0.094
NACA67-109 A=0.0,NACA 67-series,9,47.9,0.6,JF XF,0.86,109,0.003,0.006,0.105
NACA67-109 A=0.2,NACA 67-series,9,47.9,0.6,JF XF,0.86,109,0.003,0.005,0.1
NACA67-109 A=0.5,NACA 67-series,9,47.9,0.7,JF XF,0.86,110,0.003,0.006,0.097
NACA67-109 A=0.6,NACA 67-series,9,47.9,0.7,JF XF,0.86,121,0.003,0.006,0.103
NACA67-109 A=0.8,NACA 67-series,9,47.9,0.6,JF XF,0.86,121,0.003,0.006,0.099
NACA67-110,NACA 67-series,10,47.9,0.5,JF XF,0.92,110,0.003,0.006,0.103
NACA67-110 A=0.0,NACA 67-series,10,47.9,0.5,JF XF,0.91,107,0.003,0.006,0.107
NACA67-110 A=0.2,NACA 67-series,10,47.9,0.6,JF XF,0.92,117,0.003,0.006,0.108
NACA67-110 A=0.5,NACA 67-series,10,47.9,0.7,JF XF,0.92,105,0.003,0.005,0.108
NACA67-110 A=0.6,NACA 67-series,10,47.9,0.7,JF XF,0.92,115,0.003,0.005,0.109
NACA67-110 A=0.8,NACA 67-series,10,47.9,0.6,JF XF,0.92,105,0.003,0.005,0.006
NACA67-111,NACA 67-series,11,47.9,0.5,JF XF,0.98,116,0.003,0.005,0.006
NACA67-111 A=0.0,NACA 67-series,11,47.9,0.5,JF XF,0.97,104,0.003,0.005,0.006
NACA67-111 A=0.2,NACA 67-series,11,47.9,0.6,JF XF,0.97,93,0.003,0.005,0.007
NACA67-111 A=0.5,NACA 67-series,11,47.9,0.7,JF XF,0.98,101,0.003,0.005,0.006
NACA67-111 A=0.6,NACA 67-series,11,47.9,0.7,JF XF,0.98,101,0.003,0.005,0.006
NACA67-111 A=0.8,NACA 67-series,11,47.9,0.6,JF XF,0.98,98,0.003,0.005,0.007
NACA67-112,NACA 67-series,12,47.9,0.5,JF XF,1.04,102,0.003,0.005,0.006
NACA67-112 A=0.0,NACA 67-series,12,47.9,0.5,JF XF,1.03,92,0.003,0.005,0.007
NACA67-112 A=0.2,NACA 67-series,12,47.9,0.6,JF XF,1.03,93,0.003,0.005,0.007
NACA67-112 A=0.5,NACA 67-series,12,47.9,0.7,JF XF,1.04,93,0.003,0.004,0.007
NACA67-112 A=0.6,NACA 67-series,12,47.9,0.6,JF XF,1.04,92,0.003,0.004,0.007
NACA67-112 A=0.8,NACA 67-series,12,47.9,0.6,JF XF,1.04,97,0.003,0.004,0.007
NACA67-113,NACA 67-series,13,47.9,0.5,JF XF,1.1,94,0.003,0.004,0.008
NACA67-113 A=0.0,NACA 67-series,13,47.9,0.5,JF XF,1.09,92,0.003,0.005,0.008
NACA67-113 A=0.2,NACA 67-series,13,47.9,0.6,JF XF,1.1,92,0.003,0.005,0.008
NACA67-113 A=0.5,NACA 67-series,13,47.9,0.6,JF XF,1.1,93,0.003,0.005,0.008
NACA67-113 A=0.6,NACA 67-series,13,47.9,0.6,JF XF,1.1,93,0.003,0.005,0.008
NACA67-113 A=0.8,NACA 67-series,13,47.9,0.6,JF XF,1.1,98,0.003,0.004,0.008
NACA67-114,NACA 67-series,14,47.9,0.5,JF XF,1.17,98,0.003,0.004,0.008
NACA67-114 A=0.0,NACA 67-series,14,47.9,0.5,JF XF,1.15,91,0.003,0.005,0.008
NACA67-114 A=0.2,NACA 67-series,14,47.9,0.5,JF XF,1.16,91,0.003,0.005,0.008
NACA67-114 A=0.5,NACA 67-series,14,47.9,0.6,JF XF,1.17,92,0.003,0.005,0.008
NACA67-114 A=0.6,NACA 67-series,14,47.9,0.6,JF XF,1.17,92,0.003,0.005,0.008
NACA67-114 A=0.8,NACA 67-series,14,47.9,0.6,JF XF,1.17,95,0.003,0.005,0.008
NACA67-115,NACA 67-series,15,47.9,0.4,JF XF,1.23,97,0.003,0.005,0.008
NACA67-115 A=0.0,NACA 67-series,15,47.9,0.5,JF XF,1.22,91,0.003,0.005,0.008
NACA67-115 A=0.2,NACA 67-series,15,47.9,0.5,JF XF,1.22,91,0.003,0.005,0.008
NACA67-115 A=0.5,NACA 67-series,15,47.9,0.6,JF XF,1.23,91,0.003,0.005,0.008
NACA67-115 A=0.6,NACA 67-series,15,47.9,0.6,JF XF,1.23,104,0.003,0.005,0.008
NACA67-115 A=0.8,NACA 67-series,15,47.9,0.6,JF XF,1.23,92,0.003,0.005,0.008
NACA67-116,NACA 67-series,16,47.9,0.4,JF XF,1.28,93,0.003,0.005,0.008
NACA67-116 A=0.0,NACA 67-series,16,47.9,0.4,JF XF,1.27,92,0.003,0.005,0.008
NACA67-116 A=0.2,NACA 67-series,16,47.9,0.5,JF XF,1.28,92,0.003,0.005,0.008
NACA67-116 A=0.5,NACA 67-series,16,47.9,0.6,JF XF,1.28,92,0.003,0.005,0.008
NACA67-116 A=0.6,NACA 67-series,16,47.9,0.6,JF XF,1.28,92,0.003,0.005,0.008
NACA67-116 A=0.8,NACA 67-series,16,47.9,0.5,JF XF,1.29,93,0.003,0.005,0.008
NACA67-117,NACA 67-series,17,47.9,0.4,JF XF,1.33,97,0.003,0.005,0.008
NACA67-117 A=0.0,NACA 67-series,17,47.9,0.4,JF XF,1.32,91,0.003,0.005,0.008
NACA67-117 A=0.2,NACA 67-series,17,47.9,0.5,JF XF,1.33,91,0.003,0.005,0.007
NACA67-117 A=0.5,NACA 67-series,17,47.9,0.6,JF XF,1.33,91,0.003,0.005,0.007
NACA67-117 A=0.6,NACA 67-series,17,47.9,0.6,JF XF,1.33,92,0.003,0.005,0.007
NACA67-117 A=0.8,NACA 67-series,17,47.9,0.5,JF XF,1.33,92,0.003,0.005,0.007
NACA67-118,NACA 67-series,18,47.9,0.4,JF XF,1.38,93,0.003,0.005,0.007
NACA67-118 A=0.0,NACA 67-series,18,47.9,0.4,JF XF,1.37,90,0.003,0.006,0.008
NACA67-118 A=0.2,NACA 67-series,18,47.9,0.5,JF XF,1.37,90,0.003,0.006,0.007
NACA67-118 A=0.5,NACA 67-series,18,47.9,0.6,JF XF,1.38,90,0.003,0.005,0.007
NACA67-118 A=0.6,NACA 67-series,18,47.9,0.6,JF XF,1.38,90,0.003,0.005,0.007
NACA67-118 A=0.8,NACA 67-series,18,47.9,0.5,JF XF,1.38,91,0.003,0.005,0.007
NACA67-119,NACA 67-series,19,47.9,0.4,JF XF,1.43,99,0.003,0.004,0.007
NACA67-119 A=0.0,NACA 67-series,19,47.9,0.4,JF XF,1.41,88,0.003,0.006,0.008
NACA67-119 A=0.2,NACA 67-series,19,47.9,0.5,JF XF,1.42,89,0.003,0.006,0.007
NACA67-119 A=0.5,NACA 67-series,19,47.9,0.6,JF XF,1.43,89,0.003,0.005,0.007
NACA67-119 A=0.6,NACA 67-series,19,47.9,0.6,JF XF,1.43,98,0.003,0.004,0.007
NACA67-119 A=0.8,NACA 67-series,19,47.9,0.5,JF XF,1.43,97,0.003,0.004,0.007
NACA67-120,NACA 67-series,20,47.9,0.4,JF XF,1.48,110,0.003,0.004,0.007
NACA67-120 A=0.0,NACA 67-series,20,47.9,0.4,JF XF,1.46,87,0.003,0.005,0.008
NACA67-120 A=0.2,NACA 67-series,20,47.9,0.4,JF XF,1.47,87,0.003,0.005,0.007
NACA67-120 A=0.5,NACA 67-series,20,47.9,0.5,JF XF,1.48,90,0.003,0.004,0.007
NACA67-120 A=0.6,NACA 67-series,20,47.9,0.5,JF XF,1.48,100,0.003,0.004,0.007
NACA67-120 A=0.8,NACA 67-series,20,47.9,0.5,JF XF,1.48,98,0.003,0.004,0.007
NACA67-209,NACA 67-series,9,47.9,1,JF XF,0.94,118,0.003,0.004,0.101
NACA67-209 A=0.0,NACA 67-series,9,47.9,1.1,JF XF,0.92,113,0.003,0.004,0.097
NACA67-209 A=0.2,NACA 67-series,9,47.9,1.3,JF XF,0.93,126,0.003,0.004,0.099
NACA67-209 A=0.5,NACA 67-series,9,47.9,1.4,JF XF,0.94,126,0.003,0.004,0.099
NACA67-209 A=0.6,NACA 67-series,9,47.9,1.4,JF XF,0.94,114,0.003,0.004,0.099
NACA67-209 A=0.8,NACA 67-series,9,47.9,1.3,JF XF,0.94,126,0.003,0.004,0.1
NACA67-210,NACA 67-series,10,47.9,1,JF XF,1,126,0.003,0.004,0.007
NACA67-210 A=0.0,NACA 67-series,10,47.9,1.1,JF XF,0.99,105,0.003,0.005,0.108
NACA67-210 A=0.2,NACA 67-series,10,47.9,1.2,JF XF,0.99,114,0.003,0.005,0.107
NACA67-210 A=0.5,NACA 67-series,10,47.9,1.4,JF XF,0.99,114,0.003,0.004,0.107
NACA67-210 A=0.6,NACA 67-series,10,47.9,1.4,JF XF,0.99,114,0.003,0.004,0.107
NACA67-210 A=0.8,NACA 67-series,10,47.9,1.3,JF XF,1,113,0.003,0.004,0.006
NACA67-211,NACA 67-series,11,47.9,1,JF XF,1.05,125,0.003,0.004,0.007
NACA67-211 A=0.0,NACA 67-series,11,47.9,1.1,JF XF,1.04,102,0.003,0.005,0.006
NACA67-211 A=0.2,NACA 67-series,11,47.9,1.2,JF XF,1.05,106,0.003,0.005,0.006
NACA67-211 A=0.5,NACA 67-series,11,47.9,1.4,JF XF,1.05,112,0.003,0.004,0.007
NACA67-211 A=0.6,NACA 67-series,11,47.9,1.4,JF XF,1.05,112,0.003,0.004,0.007
NACA67-211 A=0.8,NACA 67-series,11,47.9,1.2,JF XF,1.05,117,0.003,0.004,0.007
NACA67-212,NACA 67-series,12,47.9,1,JF XF,1.11,114,0.003,0.004,0.007
NACA67-212 A=0.0,NACA 67-series,12,47.9,1.1,JF XF,1.1,108,0.004,0.005,0.007
NACA67-212 A=0.2,NACA 67-series,12,47.9,1.2,JF XF,1.1,113,0.003,0.004,0.006
NACA67-212 A=0.5,NACA 67-series,12,47.9,1.3,JF XF,1.11,114,0.003,0.004,0.007
NACA67-212 A=0.6,NACA 67-series,12,47.9,1.3,JF XF,1.11,113,0.003,0.004,0.007
NACA67-212 A=0.8,NACA 67-series,12,47.9,1.2,JF XF,1.11,120,0.003,0.004,0.007
NACA67-213,NACA 67-series,13,47.9,1,JF XF,1.18,112,0.003,0.004,0.006
NACA67-213 A=0.0,NACA 67-series,13,47.9,1,JF XF,1.15,95,0.003,0.005,0.007
NACA67-213 A=0.2,NACA 67-series,13,47.9,1.2,JF XF,1.16,96,0.003,0.005,0.006
NACA67-213 A=0.5,NACA 67-series,13,47.9,1.3,JF XF,1.17,125,0.004,0.004,0.007
NACA67-213 A=0.6,NACA 67-series,13,47.9,1.3,JF XF,1.17,119,0.003,0.003,0.006
NACA67-213 A=0.8,NACA 67-series,13,47.9,1.2,JF XF,1.18,121,0.003,0.003,0.006
NACA67-214,NACA 67-series,14,47.9,0.9,JF XF,1.24,120,0.003,0.004,0.006
NACA67-214 A=0.0,NACA 67-series,14,47.9,1,JF XF,1.21,94,0.003,0.005,0.007
NACA67-214 A=0.2,NACA 67-series,14,47.9,1.1,JF XF,1.22,95,0.003,0.005,0.006
NACA67-214 A=0.5,NACA 67-series,14,47.9,1.3,JF XF,1.23,105,0.003,0.004,0.006
NACA67-214 A=0.6,NACA 67-series,14,47.9,1.3,JF XF,1.23,122,0.003,0.003,0.006
NACA67-214 A=0.8,NACA 67-series,14,47.9,1.2,JF XF,1.24,116,0.003,0.004,0.006
NACA67-215,NACA 67-series,15,47.9,0.9,JF WT XF,1.3,122,0.003,0.004,0.006
NACA67-215 A=0.0,NACA 67-series,15,47.9,1,JF XF,1.27,94,0.003,0.005,0.007
NACA67-215 A=0.2,NACA 67-series,15,47.9,1.1,JF XF,1.28,96,0.003,0.005,0.006
NACA67-215 A=0.5,NACA 67-series,15,47.9,1.3,JF XF,1.29,105,0.003,0.004,0.006
NACA67-215 A=0.6,NACA 67-series,15,47.9,1.3,JF XF,1.29,112,0.003,0.004,0.006
NACA67-215 A=0.8,NACA 67-series,15,47.9,1.2,JF XF,1.3,111,0.003,0.004,0.006
NACA67-216,NACA 67-series,16,47.9,0.9,JF XF,1.36,121,0.003,0.003,0.006
NACA67-216 A=0.0,NACA 67-series,16,47.9,1,JF XF,1.32,94,0.003,0.005,0.007
NACA67-216 A=0.2,NACA 67-series,16,47.9,1.1,JF XF,1.33,96,0.003,0.005,0.007
NACA67-216 A=0.5,NACA 67-series,16,47.9,1.3,JF XF,1.35,104,0.003,0.004,0.006
NACA67-216 A=0.6,NACA 67-series,16,47.9,1.2,JF XF,1.35,111,0.003,0.004,0.006
NACA67-216 A=0.8,NACA 67-series,16,47.9,1.1,JF XF,1.36,113,0.003,0.004,0.006
NACA67-217,NACA 67-series,17,47.9,0.9,JF XF,1.41,130,0.003,0.003,0.006
NACA67-217 A=0.0,NACA 67-series,17,47.9,0.9,JF XF,1.38,93,0.003,0.005,0.007
NACA67-217 A=0.2,NACA 67-series,17,47.9,1.1,JF XF,1.39,94,0.003,0.005,0.007
NACA67-217 A=0.5,NACA 67-series,17,47.9,1.2,JF XF,1.41,106,0.004,0.004,0.006
NACA67-217 A=0.6,NACA 67-series,17,47.9,1.2,JF XF,1.41,113,0.003,0.004,0.006
NACA67-217 A=0.8,NACA 67-series,17,47.9,1.1,JF XF,1.41,113,0.003,0.004,0.006
NACA67-218 A=0.0,NACA 67-series,18,47.9,0.9,JF XF,1.43,91,0.003,0.005,0.007
NACA67-218 A=0.2,NACA 67-series,18,47.9,1,JF XF,1.45,95,0.003,0.005,0.007
NACA67-218 A=0.5,NACA 67-series,18,47.9,1.2,JF XF,1.45,107,0.004,0.004,0.006
NACA67-218 A=0.6,NACA 67-series,18,47.9,1.2,JF XF,1.45,117,0.003,0.004,0.006
NACA67-218 A=0.8,NACA 67-series,18,47.9,1.1,JF XF,1.46,116,0.003,0.003,0.006
NACA67-219 A=0.0,NACA 67-series,19,47.9,0.9,JF XF,1.48,90,0.003,0.005,0.007
NACA67-219 A=0.2,NACA 67-series,19,47.9,1,JF XF,1.49,94,0.003,0.005,0.007
NACA67-219 A=0.5,NACA 67-series,19,47.9,1.2,JF XF,1.5,106,0.003,0.005,0.006
NACA67-219 A=0.6,NACA 67-series,19,47.9,1.2,JF XF,1.5,119,0.003,0.004,0.006
NACA67-219 A=0.8,NACA 67-series,19,47.9,1.1,JF XF,1.5,119,0.003,0.003,0.006
NACA67-220 A=0.0,NACA 67-series,20,49.9,0.8,JF XF,1.53,89,0.003,0.005,0.007
NACA67-220 A=0.2,NACA 67-series,20,49.9,1,JF XF,1.54,93,0.003,0.005,0.007
NACA67-220 A=0.5,NACA 67-series,20,49.9,1.2,JF XF,1.54,105,0.003,0.005,0.006
NACA67-220 A=0.6,NACA 67-series,20,47.9,1.2,JF XF,1.55,116,0.003,0.004,0.006
NACA67-220 A=0.8,NACA 67-series,20,47.9,1.1,JF XF,1.55,119,0.003,0.004,0.006
NACA67-309 A=0.0,NACA 67-series,9,47.9,1.7,JF XF,0.98,130,0.005,0.004,0.095
NACA67-309 A=0.2,NACA 67-series,9,47.9,1.9,JF XF,0.99,128,0.005,0.004,0.098
NACA67-309 A=0.5,NACA 67-series,9,47.9,2.1,JF XF,1.01,143,0.005,0.003,0.093
NACA67-309 A=0.6,NACA 67-series,9,47.9,2.1,JF XF,1.01,139,0.005,0.003,0.093
NACA67-309 A=0.8,NACA 67-series,9,47.9,1.9,JF XF,1.02,140,0.005,0.003,0.093
NACA67-310 A=0.0,NACA 67-series,10,47.9,1.7,JF XF,1.04,115,0.006,0.004,0.005
NACA67-310 A=0.2,NACA 67-series,10,47.9,1.9,JF XF,1.06,126,0.004,0.004,0.005
NACA67-310 A=0.5,NACA 67-series,10,47.9,2.1,JF XF,1.07,135,0.005,0.004,0.005
NACA67-310 A=0.6,NACA 67-series,10,47.9,2.1,JF XF,1.07,135,0.005,0.003,0.005
NACA67-310 A=0.8,NACA 67-series,10,47.9,1.9,JF XF,1.08,138,0.005,0.003,0.004
NACA67-311 A=0.0,NACA 67-series,11,47.9,1.7,JF XF,1.1,125,0.004,0.005,0.005
NACA67-311 A=0.2,NACA 67-series,11,47.9,1.8,JF XF,1.12,133,0.005,0.004,0.005
NACA67-311 A=0.5,NACA 67-series,11,47.9,2.1,JF XF,1.13,140,0.005,0.004,0.005
NACA67-311 A=0.6,NACA 67-series,11,47.9,2.1,JF XF,1.13,145,0.005,0.003,0.004
NACA67-311 A=0.8,NACA 67-series,11,47.9,1.9,JF XF,1.13,135,0.004,0.003,0.005
NACA67-312 A=0.0,NACA 67-series,12,47.9,1.6,JF XF,1.16,115,0.004,0.004,0.006
NACA67-312 A=0.2,NACA 67-series,12,47.9,1.8,JF XF,1.18,111,0.004,0.004,0.006
NACA67-312 A=0.5,NACA 67-series,12,47.9,2,JF XF,1.18,138,0.005,0.004,0.005
NACA67-312 A=0.6,NACA 67-series,12,47.9,2,JF XF,1.19,149,0.004,0.003,0.005
NACA67-312 A=0.8,NACA 67-series,12,47.9,1.9,JF XF,1.19,142,0.004,0.003,0.005
NACA67-313 A=0.0,NACA 67-series,13,47.9,1.6,JF XF,1.22,100,0.004,0.005,0.006
NACA67-313 A=0.2,NACA 67-series,13,47.9,1.8,JF XF,1.23,109,0.004,0.004,0.006
NACA67-313 A=0.5,NACA 67-series,13,47.9,2,JF XF,1.24,137,0.004,0.004,0.005
NACA67-313 A=0.6,NACA 67-series,13,47.9,2,JF XF,1.24,150,0.004,0.003,0.005
NACA67-313 A=0.8,NACA 67-series,13,47.9,1.8,JF XF,1.25,153,0.004,0.003,0.005
NACA67-314 A=0.0,NACA 67-series,14,47.9,1.6,JF XF,1.27,100,0.003,0.005,0.006
NACA67-314 A=0.2,NACA 67-series,14,47.9,1.7,JF XF,1.29,107,0.004,0.005,0.006
NACA67-314 A=0.5,NACA 67-series,14,47.9,2,JF XF,1.3,123,0.004,0.004,0.005
NACA67-314 A=0.6,NACA 67-series,14,47.9,2,JF XF,1.3,145,0.004,0.003,0.005
NACA67-314 A=0.8,NACA 67-series,14,47.9,1.8,JF XF,1.31,142,0.004,0.003,0.005
NACA67-315 A=0.0,NACA 67-series,15,47.9,1.5,JF XF,1.33,99,0.003,0.005,0.006
NACA67-315 A=0.2,NACA 67-series,15,47.9,1.7,JF XF,1.34,107,0.003,0.005,0.006
NACA67-315 A=0.5,NACA 67-series,15,47.9,2,JF XF,1.35,123,0.004,0.004,0.005
NACA67-315 A=0.6,NACA 67-series,15,47.9,1.9,JF XF,1.36,133,0.004,0.004,0.005
NACA67-315 A=0.8,NACA 67-series,15,47.9,1.8,JF XF,1.37,134,0.004,0.003,0.005
NACA67-316 A=0.0,NACA 67-series,16,47.9,1.5,JF XF,1.38,98,0.003,0.005,0.006
NACA67-316 A=0.2,NACA 67-series,16,47.9,1.7,JF XF,1.4,106,0.003,0.005,0.006
NACA67-316 A=0.5,NACA 67-series,16,47.9,1.9,JF XF,1.41,124,0.004,0.004,0.005
NACA67-316 A=0.6,NACA 67-series,16,47.9,1.9,JF XF,1.42,132,0.003,0.004,0.005
NACA67-316 A=0.8,NACA 67-series,16,47.9,1.8,JF XF,1.43,135,0.003,0.003,0.005
NACA67-317 A=0.0,NACA 67-series,17,47.9,1.5,JF XF,1.43,98,0.004,0.005,0.006
NACA67-317 A=0.2,NACA 67-series,17,47.9,1.6,JF XF,1.45,104,0.004,0.005,0.006
NACA67-317 A=0.5,NACA 67-series,17,47.9,1.9,JF XF,1.47,124,0.004,0.004,0.005
NACA67-317 A=0.6,NACA 67-series,17,47.9,1.9,JF XF,1.47,135,0.003,0.004,0.005
NACA67-317 A=0.8,NACA 67-series,17,47.9,1.7,JF XF,1.48,135,0.004,0.003,0.005
NACA67-318 A=0.0,NACA 67-series,18,47.9,1.4,JF XF,1.49,97,0.004,0.005,0.007
NACA67-318 A=0.2,NACA 67-series,18,47.9,1.6,JF XF,1.5,104,0.004,0.005,0.007
NACA67-318 A=0.5,NACA 67-series,18,47.9,1.9,JF XF,1.52,123,0.004,0.004,0.005
NACA67-318 A=0.6,NACA 67-series,18,47.9,1.8,JF XF,1.53,139,0.003,0.004,0.005
NACA67-318 A=0.8,NACA 67-series,18,47.9,1.7,JF XF,1.54,142,0.003,0.003,0.005
NACA67-319 A=0.0,NACA 67-series,19,50,1.4,JF XF,1.54,96,0.003,0.005,0.007
NACA67-319 A=0.2,NACA 67-series,19,49.9,1.6,JF XF,1.55,103,0.003,0.005,0.007
NACA67-319 A=0.5,NACA 67-series,19,49.9,1.8,JF XF,1.58,122,0.004,0.005,0.005
NACA67-319 A=0.6,NACA 67-series,19,47.9,1.8,JF XF,1.58,137,0.003,0.004,0.005
NACA67-319 A=0.8,NACA 67-series,19,47.9,1.7,JF XF,1.59,141,0.003,0.003,0.004
NACA67-320 A=0.0,NACA 67-series,20,50,1.3,JF XF,1.59,96,0.003,0.005,0.007
NACA67-320 A=0.2,NACA 67-series,20,49.9,1.5,JF XF,1.61,103,0.003,0.005,0.007
NACA67-320 A=0.5,NACA 67-series,20,49.9,1.8,JF XF,1.63,122,0.004,0.005,0.005
NACA67-320 A=0.6,NACA 67-series,20,47.9,1.8,JF XF,1.63,135,0.003,0.004,0.004
NACA67-320 A=0.8,NACA 67-series,20,47.9,1.6,JF XF,1.63,139,0.003,0.004,0.004
NACA67-409 A=0.0,NACA 67-series,9,47.9,2.3,JF XF,1.04,135,0.005,0.004,0.091
NACA67-409 A=0.2,NACA 67-series,9,47.9,2.5,JF XF,1.06,148,0.006,0.004,0.093
NACA67-409 A=0.5,NACA 67-series,9,47.9,2.8,JF XF,1.08,163,0.005,0.003,0.004
NACA67-409 A=0.6,NACA 67-series,9,47.9,2.8,JF XF,1.08,167,0.005,0.003,0.004
NACA67-409 A=0.8,NACA 67-series,9,47.9,2.6,JF XF,1.09,172,0.005,0.003,0.004
NACA67-410 A=0.0,NACA 67-series,10,47.9,2.3,JF XF,1.1,128,0.006,0.004,0.005
NACA67-410 A=0.2,NACA 67-series,10,47.9,2.5,JF XF,1.12,157,0.006,0.004,0.005
NACA67-410 A=0.5,NACA 67-series,10,47.9,2.8,JF XF,1.14,163,0.006,0.004,0.004
NACA67-410 A=0.6,NACA 67-series,10,47.9,2.8,JF XF,1.15,163,0.006,0.003,0.004
NACA67-410 A=0.8,NACA 67-series,10,47.9,2.6,JF XF,1.16,166,0.005,0.003,0.004
NACA67-411 A=0.0,NACA 67-series,11,47.9,2.3,JF XF,1.16,134,0.006,0.004,0.005
NACA67-411 A=0.2,NACA 67-series,11,47.9,2.5,JF XF,1.18,121,0.006,0.004,0.005
